ticket_id,customer_id,created_date,priority,department,category,subject,message,assigned_agent,resolution,status,sentiment,resolution_time,escalation
TKT-000742,CUST-00329,2025-10-29 14:50,Urgent,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Zara Ahmed,Walked the customer through waiting for propagation and reverifying. Root cause was an expired authentication token.,Closed,Neutral,2.0,No
TKT-000743,CUST-00863,2026-07-22 21:45,Low,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Isla Campbell,Issue identified as a caching delay; resolved by clearing cached data and reloading. Confirmed working with the customer.,Resolved,Neutral,34.5,No
TKT-000744,CUST-00581,2020-12-05 08:33,Normal,Billing,Billing,Requesting refund for duplicate charge,We have a question about our billing — we were charged twice for the same billing period and would like this corrected. Could someone from your billing team clarify this for us?,Leo Schneider,Resolved after updating configuration — waiting for propagation and reverifying. Customer confirmed resolution.,Resolved,Negative,19.5,No
TKT-000745,CUST-00002,2025-03-23 02:02,Normal,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Ava Thompson,Escalated internally; engineering confirmed a misconfigured routing rule and applied rotating the affected credential.,Closed,Neutral,23.4,No
TKT-000746,CUST-00182,2016-08-16 18:31,High,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Ava Thompson,Issue identified as an outdated integration credential; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Resolved,Neutral,6.4,Yes
TKT-000747,CUST-00410,2025-03-08 22:39,Normal,Billing,Billing,Requesting refund for duplicate charge,We have a question about our billing — we were charged twice for the same billing period and would like this corrected. Could someone from your billing team clarify this for us?,Ava Thompson,Resolved after updating configuration — correcting the field identifier reference. Customer confirmed resolution.,Closed,Neutral,20.1,No
TKT-000748,CUST-00071,2024-10-13 13:18,Normal,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Ravi Iyer,Walked the customer through waiting for propagation and reverifying. Root cause was a caching delay.,Resolved,Positive,15.8,No
TKT-000749,CUST-00074,2024-12-03 03:55,Normal,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Lucia Ferrari,Walked the customer through updating the relevant configuration setting. Root cause was a misconfigured routing rule.,Resolved,Neutral,10.7,No
TKT-000750,CUST-00371,2026-08-01 09:07,Low,Technical Support,Mobile,Biometric lock failing on mobile,One of our agents is having trouble with CloudDesk Mobile — biometric app lock keeps failing to recognize a valid fingerprint. Let us know if there's a setting we're missing.,Amara Chukwu,Resolved after updating configuration — updating the relevant configuration setting. Customer confirmed resolution.,Closed,Negative,42.0,No
TKT-000751,CUST-00228,2021-01-16 00:56,Urgent,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Sarah Chen,Resolved after updating configuration — rotating the affected credential. Customer confirmed resolution.,Resolved,Negative,1.5,Yes
TKT-000752,CUST-00363,2021-11-02 04:18,Urgent,Security,Security,Requesting SSO configuration assistance,"We have a security-related question or request — help finishing our SAML SSO configuration, since our test login isn't completing. Given the nature of this, we'd appreciate a prompt response.",Leo Schneider,Issue identified as a misconfigured routing rule; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Resolved,Negative,2.2,Yes
TKT-000753,CUST-00542,2023-12-08 20:56,Normal,Technical Support,Account Access,Cannot log in to agent workspace,"We're having trouble accessing our account — an agent can't log in despite using what they confirm is the correct password. This is blocking our team from working, so any urgency you can provide is appreciated.",Chloe Martin,Provided documentation and guided customer through correcting the field identifier reference to address a browser extension conflict.,Closed,Neutral,9.3,No
TKT-000754,CUST-00353,2019-11-17 16:50,Normal,Technical Support,Account Access,SSO login failing,"We're having trouble accessing our account — SSO login redirects back to the login screen without completing authentication. This is blocking our team from working, so any urgency you can provide is appreciated.",Ingrid Solberg,Walked the customer through correcting the field identifier reference. Root cause was an expired authentication token.,Resolved,Neutral,26.6,No
TKT-000755,CUST-00867,2020-11-16 05:08,Low,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Caleb Foster,Issue identified as an incorrect field mapping; resolved by upgrading to the appropriate plan tier. Confirmed working with the customer.,Resolved,Negative,30.5,No
TKT-000756,CUST-00470,2026-07-21 06:34,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Lucia Ferrari,,Pending,Positive,,No
TKT-000757,CUST-00223,2025-05-07 15:41,High,Security,Security,Suspicious login activity on account,"We have a security-related question or request — we noticed a login from an unexpected location and want it investigated. Given the nature of this, we'd appreciate a prompt response.",Freya Lindqvist,Resolved after updating configuration — waiting for propagation and reverifying. Customer confirmed resolution.,Resolved,Neutral,8.3,Yes
TKT-000758,CUST-00304,2026-02-02 17:56,High,Technical Support,Api Platform,Pagination returning duplicate records,"We're integrating with the CloudDesk API Platform and running into an issue — iterating through paginated ticket results is returning the same record twice. Here's what we've checked on our end so far, but wanted to confirm with your team.",Amara Chukwu,Walked the customer through adjusting the widget installation snippet. Root cause was an expired authentication token.,Closed,Positive,5.5,No
TKT-000759,CUST-00545,2025-06-04 02:30,Low,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Sam Delgado,Issue identified as a DNS propagation delay; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Resolved,Neutral,62.9,No
